spectrum_path,spectrum_filename,target_id,sample_id,material_id,group_id,possible_family_id,Zn_raw,Zn_mask,Mn_raw,Mn_mask,Cd_raw,Cd_mask,MgO_raw,Mg_mask,Cu_raw,Cu_mask,Pb_raw,Pb_mask,Mg_elemental_equivalent
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_c12mas061.csv,plibs_z903_c12mas061.csv,c12mas061,C12MAS061,,c12mas061,,16.0,1,852.0,1,,0,0.15,1,,0,17.0,1,0.090456282254863
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ca26.csv,plibs_z903_ca26.csv,ca26,CA26,,ca26,,,0,410.0,1,,0,1.47,1,10.0,1,15.8,1,0.8864715660976578
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ca28.csv,plibs_z903_ca28.csv,ca28,CA28,,ca28,,,0,852.0,1,,0,3.19,1,59.0,1,19.9,1,1.923703602620087
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ca29.csv,plibs_z903_ca29.csv,ca29,CA29,,ca29,,,0,356.0,1,,0,1.12,1,19.0,1,13.4,1,0.6754069075029774
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ca30.csv,plibs_z903_ca30.csv,ca30,CA30,,ca30,,,0,488.0,1,,0,1.94,1,16.0,1,22.6,1,1.1699012504962285
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cadillac.csv,plibs_z903_cadillac.csv,cadillac,CADILLAC,,cadillac,,106.0,1,775.0,1,,0,0.21,1,,0,21.0,1,0.1266387951568082
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cc11s.csv,plibs_z903_cc11s.csv,cc11s,CC11S,,cc11s,,,0,441.0,1,,0,1.59,1,25.0,1,9.4,1,0.9588365919015482
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cerro.csv,plibs_z903_cerro.csv,cerro,CERRO,,cerro,,100.0,1,1084.0,1,,0,5.46,1,,0,11.0,1,3.292608674077014
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cl5.csv,plibs_z903_cl5.csv,cl5,CL5,,cl5,,,0,620.0,1,,0,1.65,1,33.0,1,25.0,1,0.9950191048034932
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cro901.csv,plibs_z903_cro901.csv,cro901,CRO901,,cro901,,94.0,1,310.0,1,,0,0.1,1,,0,27.0,1,0.0603041881699086
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cro902.csv,plibs_z903_cro902.csv,cro902,CRO902,,cro902,,179.0,1,310.0,1,,0,0.05,1,,0,26.0,1,0.0301520940849543
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cvg1c.csv,plibs_z903_cvg1c.csv,cvg1c,CVG1C,,cvg1c,CVG1,60.0,1,21144.0,1,,0,2.09,1,,0,4.0,1,1.2603575327510916
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_cvg1h.csv,plibs_z903_cvg1h.csv,cvg1h,CVG1H,,cvg1h,CVG1,76.0,1,1781.0,1,,0,2.55,1,,0,31.0,1,1.5377567983326714
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_d105064.csv,plibs_z903_d105064.csv,d105064,D105064,,d105064,,,0,200.0,1,,0,21.77,1,,0,,0,13.12822176458912
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_d108796.csv,plibs_z903_d108796.csv,d108796,D108796,,d108796,,26.0,1,77.0,1,,0,8.7,1,11.0,1,1.0,1,5.246464370782055
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_d115089.csv,plibs_z903_d115089.csv,d115089,D115089,,d115089,,,0,103.0,1,,0,0.0,1,,0,,0,0.0
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dama2.csv,plibs_z903_dama2.csv,dama2,DAMA2,,dama2,,27.0,1,232.0,1,,0,0.16,1,,0,26.9,1,0.0964867010718539
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dama4.csv,plibs_z903_dama4.csv,dama4,DAMA4,,dama4,,28.0,1,620.0,1,,0,0.09,1,,0,48.6,1,0.0542737693529178
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dama7.csv,plibs_z903_dama7.csv,dama7,DAMA7,,dama7,,31.0,1,310.0,1,,0,0.18,1,,0,32.8,1,0.1085475387058356
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dc42465.csv,plibs_z903_dc42465.csv,dc42465,DC42465,,dc42465,,146.0,1,1859.0,1,,0,4.01,1,,0,6.0,1,2.4181979456133385
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dc82576.csv,plibs_z903_dc82576.csv,dc82576,DC82576,,dc82576,,139.0,1,1859.0,1,,0,4.05,1,,0,7.0,1,2.442319620881302
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm1190.csv,plibs_z903_dkm1190.csv,dkm1190,DKM1190,,dkm1190,,48.0,1,263.0,1,,0,1.47,1,12.0,1,,0,0.8864715660976578
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm1390.csv,plibs_z903_dkm1390.csv,dkm1390,DKM1390,,dkm1390,,57.0,1,356.0,1,,0,3.46,1,17.0,1,,0,2.0865249106788406
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm1590.csv,plibs_z903_dkm1590.csv,dkm1590,DKM1590,,dkm1590,,40.0,1,294.0,1,,0,1.57,1,12.0,1,,0,0.9467757542675664
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm1790.csv,plibs_z903_dkm1790.csv,dkm1790,DKM1790,,dkm1790,,55.0,1,349.0,1,,0,2.12,1,15.0,1,,0,1.2784487892020644
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm1890.csv,plibs_z903_dkm1890.csv,dkm1890,DKM1890,,dkm1890,,53.0,1,372.0,1,,0,2.67,1,17.0,1,,0,1.610121824136562
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm2290.csv,plibs_z903_dkm2290.csv,dkm2290,DKM2290,,dkm2290,,66.0,1,294.0,1,,0,1.82,1,18.0,1,,0,1.097536224692338
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm2990.csv,plibs_z903_dkm2990.csv,dkm2990,DKM2990,,dkm2990,,98.0,1,558.0,1,,0,3.84,1,58.0,1,,0,2.3156808257244936
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm3090.csv,plibs_z903_dkm3090.csv,dkm3090,DKM3090,,dkm3090,,37.0,1,225.0,1,,0,1.67,1,15.0,1,,0,1.007079942437475
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm3290.csv,plibs_z903_dkm3290.csv,dkm3290,DKM3290,,dkm3290,,52.0,1,248.0,1,,0,2.05,1,18.0,1,,0,1.236235857483128
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dkm390.csv,plibs_z903_dkm390.csv,dkm390,DKM390,,dkm390,,37.0,1,287.0,1,,0,1.51,1,23.0,1,,0,0.9105932413656213
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dl9.csv,plibs_z903_dl9.csv,dl9,DL9,,dl9,,,0,1162.0,1,,0,12.31,1,,0,,0,7.42344556371576
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dnc1a.csv,plibs_z903_dnc1a.csv,dnc1a,DNC1A,,dnc1a,DNC1,70.0,1,1521.0,1,,0,10.13,1,100.0,1,6.3,1,6.108814261611751
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dnc1mb.csv,plibs_z903_dnc1mb.csv,dnc1mb,DNC1MB,,dnc1mb,DNC1,70.0,1,1162.0,1,,0,10.13,1,100.0,1,6.3,1,6.108814261611751
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dnc1md.csv,plibs_z903_dnc1md.csv,dnc1md,DNC1MD,,dnc1md,DNC1,70.0,1,1162.0,1,,0,10.13,1,100.0,1,6.3,1,6.108814261611751
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_drn.csv,plibs_z903_drn.csv,drn,DRN,,drn,,145.0,1,1704.0,1,0.9,1,4.4,1,50.0,1,55.0,1,2.6533842794759828
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dt16.csv,plibs_z903_dt16.csv,dt16,DT16,,dt16,,88.0,1,542.0,1,,0,1.4,1,,0,12.0,1,0.8442586343787216
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dt20.csv,plibs_z903_dt20.csv,dt20,DT20,,dt20,,68.0,1,697.0,1,,0,2.17,1,,0,21.0,1,1.3086008832870186
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dt34290.csv,plibs_z903_dt34290.csv,dt34290,DT34290,,dt34290,,92.0,1,1239.0,1,,0,2.91,1,,0,15.0,1,1.754851875744343
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_dt4053.csv,plibs_z903_dt4053.csv,dt4053,DT4053,,dt4053,,131.0,1,542.0,1,,0,1.5,1,,0,7.0,1,0.9045628225486304
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_f133711.csv,plibs_z903_f133711.csv,f133711,F133711,,f133711,,,0,33071.0,1,,0,1.24,1,,0,,0,0.7477719333068678
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_fa33.csv,plibs_z903_fa33.csv,fa33,FA33,,fa33,,,0,1162.0,1,,0,21.46,1,55.0,1,1.4,1,12.941278781262405
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ferrinatrite.csv,plibs_z903_ferrinatrite.csv,ferrinatrite,FERRINATRITE,,ferrinatrite,,,0,0.0,1,,0,0.02,1,,0,,0,0.0120608376339817
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_fr12.csv,plibs_z903_fr12.csv,fr12,FR12,,fr12,,,0,1084.0,1,,0,12.12,1,,0,,0,7.308867606192932
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_frt8428.csv,plibs_z903_frt8428.csv,frt8428,FRT8428,,frt8428,,161.0,1,1743.0,1,,0,4.27,1,,0,7.0,1,2.574988834855101
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_frt8459.csv,plibs_z903_frt8459.csv,frt8459,FRT8459,,frt8459,,141.0,1,1758.0,1,,0,4.3,1,,0,7.0,1,2.5930800913060734
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_frt8470.csv,plibs_z903_frt8470.csv,frt8470,FRT8470,,frt8470,,146.0,1,1727.0,1,,0,4.32,1,,0,7.0,1,2.605140928940056
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g10mt.csv,plibs_z903_g10mt.csv,g10mt,G10MT,,g10mt,,63.0,1,542.0,1,,0,2.61,1,167.0,1,,0,1.5739393112346167
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g12mt.csv,plibs_z903_g12mt.csv,g12mt,G12MT,,g12mt,,58.0,1,465.0,1,,0,3.29,1,15.0,1,,0,1.984007790789996
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g13mt.csv,plibs_z903_g13mt.csv,g13mt,G13MT,,g13mt,,50.0,1,387.0,1,,0,3.03,1,10.0,1,,0,1.827216901548233
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g14mt.csv,plibs_z903_g14mt.csv,g14mt,G14MT,,g14mt,,29.0,1,387.0,1,,0,3.38,1,83.0,1,,0,2.038281560142914
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g16mt.csv,plibs_z903_g16mt.csv,g16mt,G16MT,,g16mt,,95.0,1,852.0,1,,0,4.09,1,34.0,1,,0,2.466441296149265
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g17mt.csv,plibs_z903_g17mt.csv,g17mt,G17MT,,g17mt,,99.0,1,929.0,1,,0,4.0,1,32.0,1,,0,2.412167526796348
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g1822.csv,plibs_z903_g1822.csv,g1822,G1822,,g1822,,107.0,1,1394.0,1,,0,16.11,1,,0,1.7,1,9.71500471417229
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g18mt.csv,plibs_z903_g18mt.csv,g18mt,G18MT,,g18mt,,65.0,1,775.0,1,,0,2.9,1,25.0,1,,0,1.748821456927352
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g19mt.csv,plibs_z903_g19mt.csv,g19mt,G19MT,,g19mt,,72.0,1,1084.0,1,,0,3.23,1,57.0,1,,0,1.9478252778880507
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g1m.csv,plibs_z903_g1m.csv,g1m,G1M,,g1m,G1,45.0,1,214.0,1,0.06,1,0.36,1,12.0,1,46.0,1,0.2170950774116712
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g2.csv,plibs_z903_g2.csv,g2,G2,,g2,G2,68.0,1,349.0,1,,0,0.81,1,,0,31.3,1,0.4884639241762604
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g20mt.csv,plibs_z903_g20mt.csv,g20mt,G20MT,,g20mt,,88.0,1,1084.0,1,,0,2.88,1,166.0,1,,0,1.7367606192933702
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g22mt.csv,plibs_z903_g22mt.csv,g22mt,G22MT,,g22mt,,184.0,1,1084.0,1,,0,3.97,1,33.0,1,,0,2.394076270345375
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g23mt.csv,plibs_z903_g23mt.csv,g23mt,G23MT,,g23mt,,74.0,1,697.0,1,,0,2.43,1,33.0,1,,0,1.4653917725287813
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g25mt.csv,plibs_z903_g25mt.csv,g25mt,G25MT,,g25mt,,66.0,1,775.0,1,,0,2.05,1,7.0,1,,0,1.236235857483128
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g28mt.csv,plibs_z903_g28mt.csv,g28mt,G28MT,,g28mt,,79.0,1,620.0,1,,0,2.65,1,8.0,1,,0,1.5980609865025803
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g2mt.csv,plibs_z903_g2mt.csv,g2mt,G2MT,,g2mt,G2,63.0,1,542.0,1,,0,3.19,1,51.0,1,,0,1.923703602620087
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g3014.csv,plibs_z903_g3014.csv,g3014,G3014,,g3014,,116.0,1,1626.0,1,,0,13.36,1,,0,2.0,1,8.0566395394998
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g3mt.csv,plibs_z903_g3mt.csv,g3mt,G3MT,,g3mt,,84.0,1,929.0,1,,0,1.74,1,253.0,1,,0,1.0492928741564111
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g4mt.csv,plibs_z903_g4mt.csv,g4mt,G4MT,,g4mt,,77.0,1,697.0,1,,0,2.8,1,42.0,1,,0,1.6885172687574432
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g5mt.csv,plibs_z903_g5mt.csv,g5mt,G5MT,,g5mt,,82.0,1,697.0,1,,0,3.25,1,83.0,1,,0,1.9598861155220324
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g6mt.csv,plibs_z903_g6mt.csv,g6mt,G6MT,,g6mt,,82.0,1,697.0,1,,0,2.99,1,54.0,1,,0,1.80309522628027
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_g9mt.csv,plibs_z903_g9mt.csv,g9mt,G9MT,,g9mt,,45.0,1,620.0,1,,0,2.91,1,43.0,1,,0,1.754851875744343
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gbw07104.csv,plibs_z903_gbw07104.csv,gbw07104,GBW07104,,gbw07104,,71.0,1,604.0,1,0.06,1,1.72,1,55.0,1,11.3,1,1.0372320365224297
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gbw07105.csv,plibs_z903_gbw07105.csv,gbw07105,GBW07105,,gbw07105,,150.0,1,1310.0,1,0.07,1,7.77,1,49.0,1,7.0,1,4.685635420801905
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gbw07109.csv,plibs_z903_gbw07109.csv,gbw07109,GBW07109,,gbw07109,,112.0,1,929.0,1,0.07,1,0.65,1,12.0,1,196.0,1,0.3919772231044065
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gbw07113.csv,plibs_z903_gbw07113.csv,gbw07113,GBW07113,,gbw07113,,86.0,1,1084.0,1,0.14,1,0.16,1,11.0,1,33.3,1,0.0964867010718539
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gbw07313.csv,plibs_z903_gbw07313.csv,gbw07313,GBW07313,,gbw07313,,160.0,1,3330.0,1,,0,3.38,1,424.0,1,29.3,1,2.038281560142914
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gl3mt.csv,plibs_z903_gl3mt.csv,gl3mt,GL3MT,,gl3mt,,46.0,1,155.0,1,,0,2.79,1,2.0,1,,0,1.6824868499404524
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gl4mt.csv,plibs_z903_gl4mt.csv,gl4mt,GL4MT,,gl4mt,,13.0,1,77.0,1,,0,1.83,1,4.0,1,,0,1.103566643509329
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gl5mt.csv,plibs_z903_gl5mt.csv,gl5mt,GL5MT,,gl5mt,,10.0,1,77.0,1,,0,1.31,1,2.0,1,,0,0.7899848650258039
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gl6mt.csv,plibs_z903_gl6mt.csv,gl6mt,GL6MT,,gl6mt,,15.0,1,77.0,1,,0,1.02,1,10.0,1,,0,0.6151027193330687
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_glo.csv,plibs_z903_glo.csv,glo,GLO,,glo,,38.0,1,62.0,1,,0,4.46,1,4.0,1,3.0,1,2.6895667923779274
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gsp1.csv,plibs_z903_gsp1.csv,gsp1,GSP1,,gsp1,GSP1,104.0,1,309.0,1,0.06,1,0.84,1,33.0,1,55.0,1,0.5065551806272329
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gsp2.csv,plibs_z903_gsp2.csv,gsp2,GSP2,,gsp2,,120.0,1,320.0,1,,0,0.96,1,43.0,1,42.0,1,0.5789202064311234
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_guwbm.csv,plibs_z903_guwbm.csv,guwbm,GUWBM,,guwbm,,120.0,1,1084.0,1,,0,7.47,1,43.0,1,13.0,1,4.504722856292179
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gypb.csv,plibs_z903_gypb.csv,gypb,GYPB,,gypb,,5.0,1,9.0,1,,0,1.8,1,,0,,0,1.0854753870583564
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gypc.csv,plibs_z903_gypc.csv,gypc,GYPC,,gypc,,17.0,1,65.0,1,,0,5.35,1,10.0,1,,0,3.226274067090115
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_gypd.csv,plibs_z903_gypd.csv,gypd,GYPD,,gypd,,18.0,1,200.0,1,,0,1.73,1,,0,,0,1.0432624553394203
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_h3k.csv,plibs_z903_h3k.csv,h3k,H3K,,h3k,,119.0,1,1781.0,1,,0,3.59,1,,0,2.0,1,2.164920355299722
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0401.csv,plibs_z903_hc0401.csv,hc0401,HC0401,,hc0401,,82.0,1,852.0,1,,0,1.63,1,,0,10.0,1,0.9829582671695116
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0402.csv,plibs_z903_hc0402.csv,hc0402,HC0402,,hc0402,,59.0,1,310.0,1,,0,1.39,1,,0,5.0,1,0.8382282155617308
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0404bf1.csv,plibs_z903_hc0404bf1.csv,hc0404bf1,HC0404BF1,,hc0404bf1,,116.0,1,1394.0,1,,0,7.16,1,,0,16.0,1,4.317779872965462
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0404bf2.csv,plibs_z903_hc0404bf2.csv,hc0404bf2,HC0404BF2,,hc0404bf2,,89.0,1,1162.0,1,,0,5.63,1,,0,17.0,1,3.395125793965859
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0422b.csv,plibs_z903_hc0422b.csv,hc0422b,HC0422B,,hc0422b,,90.0,1,697.0,1,,0,2.57,1,,0,25.0,1,1.5498176359666531
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0424.csv,plibs_z903_hc0424.csv,hc0424,HC0424,,hc0424,,144.0,1,620.0,1,,0,2.96,1,,0,6.0,1,1.7850039698292972
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0428f2.csv,plibs_z903_hc0428f2.csv,hc0428f2,HC0428F2,,hc0428f2,,90.0,1,1394.0,1,,0,5.04,1,,0,24.0,1,3.0393310837633982
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0428f3.csv,plibs_z903_hc0428f3.csv,hc0428f3,HC0428F3,,hc0428f3,,114.0,1,1549.0,1,,0,6.08,1,,0,22.0,1,3.666494640730448
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0428f4.csv,plibs_z903_hc0428f4.csv,hc0428f4,HC0428F4,,hc0428f4,,118.0,1,1549.0,1,,0,6.34,1,,0,22.0,1,3.823285529972211
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_hc0428f5.csv,plibs_z903_hc0428f5.csv,hc0428f5,HC0428F5,,hc0428f5,,123.0,1,1704.0,1,,0,6.38,1,,0,24.0,1,3.847407205240174
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_holyoke.csv,plibs_z903_holyoke.csv,holyoke,HOLYOKE,,holyoke,,92.0,1,1563.0,1,0.03,1,5.46,1,67.0,1,6.4,1,3.292608674077014
