element,source_file,output_file,split,source_index,Te_eV,Ne_cm3,resolution,augmentation_seed
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0001.png,train,1,0.7,1e+17,500,1474422478
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0002.png,train,1,0.7,1e+17,500,2764284184
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0003.png,train,1,0.7,1e+17,500,1753432327
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0004.png,train,1,0.7,1e+17,500,3852737468
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0005.png,train,1,0.7,1e+17,500,4167494519
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0006.png,train,1,0.7,1e+17,500,2406873653
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0007.png,train,1,0.7,1e+17,500,2569983832
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0008.png,train,1,0.7,1e+17,500,4260310255
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0009.png,train,1,0.7,1e+17,500,906587211
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0010.png,train,1,0.7,1e+17,500,2164486825
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0011.png,train,1,0.7,1e+17,500,2614345956
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0012.png,train,1,0.7,1e+17,500,93333622
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0013.png,train,1,0.7,1e+17,500,734258852
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0014.png,train,1,0.7,1e+17,500,1957517258
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0015.png,train,1,0.7,1e+17,500,1526188396
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0016.png,train,1,0.7,1e+17,500,181445577
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0017.png,train,1,0.7,1e+17,500,3685848138
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0018.png,train,1,0.7,1e+17,500,2343989929
Mg,Mg/Mg_001.csv,train/Mg/Mg_001_0019.png,train,1,0.7,1e+17,500,3749500261
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0000.png,validation,2,1.0,1e+17,500,2699806366
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0001.png,validation,2,1.0,1e+17,500,1761555942
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0002.png,validation,2,1.0,1e+17,500,3821197216
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0003.png,validation,2,1.0,1e+17,500,1085855946
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0004.png,validation,2,1.0,1e+17,500,2553854621
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0005.png,validation,2,1.0,1e+17,500,4048880237
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0006.png,validation,2,1.0,1e+17,500,4266996766
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0007.png,validation,2,1.0,1e+17,500,2158319935
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0008.png,validation,2,1.0,1e+17,500,573659832
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0009.png,validation,2,1.0,1e+17,500,527302694
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0010.png,validation,2,1.0,1e+17,500,2082827685
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0011.png,validation,2,1.0,1e+17,500,2570417915
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0012.png,validation,2,1.0,1e+17,500,2702699564
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0013.png,validation,2,1.0,1e+17,500,1278390753
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0014.png,validation,2,1.0,1e+17,500,1547725724
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0015.png,validation,2,1.0,1e+17,500,1052760121
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0016.png,validation,2,1.0,1e+17,500,1012634978
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0017.png,validation,2,1.0,1e+17,500,472556723
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0018.png,validation,2,1.0,1e+17,500,472798834
Mg,Mg/Mg_002.csv,validation/Mg/Mg_002_0019.png,validation,2,1.0,1e+17,500,1522532755
